Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,71.0199966430664,71.0199966430664,70.30000305175781,70.83999633789062,51.16982650756836,12874200
2013-01-03,70.9800033569336,71.0,70.44999694824219,70.73999786376953,51.09757614135742,9598300
2013-01-04,71.23999786376953,71.7300033569336,71.01000213623047,71.55000305175781,51.68267059326172,11631800
2013-01-07,71.5,71.52999877929688,71.19000244140625,71.4000015258789,51.57432174682617,7548800
2013-01-08,71.30999755859375,71.6500015258789,71.25,71.41000366210938,51.58154296875,9825300
2013-01-09,71.63999938964844,71.8499984741211,71.5,71.7300033569336,51.81269073486328,7672800
2013-01-10,71.80999755859375,72.37999725341797,71.73999786376953,72.19000244140625,52.144962310791016,11888500
2013-01-11,72.19000244140625,72.58000183105469,72.16000366210938,72.3499984741211,52.26051712036133,7766700
2013-01-14,72.5999984741211,72.79000091552734,72.37000274658203,72.55999755859375,52.4122314453125,7386000
2013-01-15,72.25,72.44000244140625,72.0,72.37000274658203,52.27498245239258,7795100
2013-01-16,72.26000213623047,72.81999969482422,72.25,72.58000183105469,52.42668533325195,8779900
2013-01-17,72.87999725341797,73.01000213623047,72.37000274658203,72.9000015258789,52.657814025878906,10570100
2013-01-18,72.9000015258789,73.2300033569336,72.79000091552734,73.2300033569336,52.89618682861328,13558600
2013-01-22,72.91999816894531,73.20999908447266,72.41999816894531,72.69000244140625,52.50611114501953,11469800
2013-01-23,72.5199966430664,72.91000366210938,72.47000122070312,72.8499984741211,52.62168884277344,10155100
2013-01-24,72.95999908447266,73.2300033569336,72.83999633789062,73.0999984741211,52.802268981933594,9369700
2013-01-25,73.12999725341797,73.93000030517578,73.05999755859375,73.91999816894531,53.394588470458984,10421500
2013-01-28,73.95999908447266,74.0,73.43000030517578,73.62000274658203,53.17789077758789,9420900
2013-01-29,73.66999816894531,74.62000274658203,73.63999938964844,74.41000366210938,53.748538970947266,12386500
2013-01-30,74.44999694824219,74.80000305175781,74.01000213623047,74.08999633789062,53.517372131347656,9245500
2013-01-31,74.08000183105469,74.36000061035156,73.77999877929688,73.91999816894531,53.394588470458984,10448700
2013-02-01,74.13999938964844,74.41999816894531,74.08000183105469,74.18000030517578,53.58240509033203,10016300
2013-02-04,73.55999755859375,74.25,73.55999755859375,74.11000061035156,53.53184127807617,9200700
2013-02-05,74.48999786376953,74.81999969482422,74.47000122070312,74.66000366210938,53.92911911010742,10230800
2013-02-06,74.56999969482422,75.38999938964844,74.5199966430664,75.38999938964844,54.4564323425293,12084000
2013-02-07,74.81999969482422,75.19999694824219,74.68000030517578,75.05999755859375,54.21802520751953,9798200
2013-02-08,75.16999816894531,75.61000061035156,74.7300033569336,75.4800033569336,54.52142333984375,8153300
2013-02-11,75.27999877929688,75.5,75.05000305175781,75.41000366210938,54.47085952758789,5697100
2013-02-12,75.41999816894531,75.86000061035156,75.41999816894531,75.80000305175781,54.752559661865234,7598900
2013-02-13,75.79000091552734,75.87000274658203,75.37000274658203,75.66000366210938,54.65145492553711,8014800
2013-02-14,75.5,76.08999633789062,75.37999725341797,75.80999755859375,54.75978469848633,9681800
2013-02-15,75.72000122070312,76.16000366210938,75.51000213623047,76.16000366210938,55.01260757446289,10528400
2013-02-19,76.02999877929688,77.0,75.95999908447266,76.95999908447266,55.590476989746094,9747400
2013-02-20,76.79000091552734,76.97000122070312,76.54000091552734,76.6500015258789,55.36655044555664,7857500
2013-02-21,76.47000122070312,77.0199966430664,76.37999725341797,76.87000274658203,55.525455474853516,9465700
2013-02-22,76.38999938964844,76.48999786376953,75.97000122070312,76.25,55.518165588378906,8571500
2013-02-25,76.47000122070312,76.66000366210938,75.56999969482422,75.56999969482422,55.023048400878906,10603300
2013-02-26,75.87999725341797,76.33999633789062,75.5,75.75,55.15412521362305,10742100
2013-02-27,75.68000030517578,76.44999694824219,75.5999984741211,76.31999969482422,55.56914520263672,8180300
2013-02-28,76.2300033569336,76.48999786376953,76.11000061035156,76.11000061035156,55.41624069213867,11806300
2013-03-01,75.79000091552734,76.7699966430664,75.7300033569336,76.69999694824219,55.84580993652344,9528300
2013-03-04,76.7300033569336,77.27999877929688,76.7300033569336,77.19999694824219,56.209869384765625,12628000
2013-03-05,77.55999755859375,77.70999908447266,77.44000244140625,77.66000366210938,56.544795989990234,9399400
2013-03-06,77.69000244140625,77.73999786376953,77.22000122070312,77.38999938964844,56.34822082519531,8535200
2013-03-07,77.62000274658203,77.95999908447266,77.58999633789062,77.75,56.610347747802734,7996500
2013-03-08,77.83999633789062,78.22000122070312,77.69999694824219,78.19000244140625,56.930728912353516,8554100
2013-03-11,77.91999816894531,78.5199966430664,77.83999633789062,78.44000244140625,57.11272430419922,8807600
2013-03-12,78.5,78.69000244140625,78.20999908447266,78.55999755859375,57.20010757446289,8790500
2013-03-13,78.5199966430664,78.66999816894531,78.19999694824219,78.55000305175781,57.19282531738281,7983400
2013-03-14,78.66999816894531,79.0999984741211,78.48999786376953,79.0999984741211,57.593284606933594,10130400
2013-03-15,78.62000274658203,79.23999786376953,78.62000274658203,79.19000244140625,57.6588020324707,18296500
2013-03-18,78.72000122070312,79.19000244140625,78.69999694824219,78.80999755859375,57.38213348388672,8005400
2013-03-19,78.9800033569336,79.08999633789062,78.5,78.86000061035156,57.41852569580078,7095800
2013-03-20,79.18000030517578,79.61000061035156,79.16999816894531,79.44999694824219,57.8481330871582,8000800
2013-03-21,79.12000274658203,79.5,78.7699966430664,79.01000213623047,57.527748107910156,8436300
2013-03-22,79.11000061035156,79.73999786376953,79.0199966430664,79.73999786376953,58.05929946899414,6873100
2013-03-25,79.83000183105469,79.94000244140625,79.47000122070312,79.68000030517578,58.015586853027344,9616600
2013-03-26,79.93000030517578,80.87999725341797,79.8499984741211,80.8499984741211,58.867454528808594,12682900
2013-03-27,80.55999755859375,81.3499984741211,80.2699966430664,81.2699966430664,59.173274993896484,10703400
2013-03-28,81.37000274658203,81.58999633789062,80.94999694824219,81.52999877929688,59.362586975097656,11332100
2013-04-01,81.38999938964844,81.95999908447266,81.27999877929688,81.93000030517578,59.65382385253906,7376800
2013-04-02,82.0,82.69000244140625,81.9000015258789,82.69000244140625,60.20719528198242,10342200
2013-04-03,82.73999786376953,82.94999694824219,81.56999969482422,82.06999969482422,59.75575256347656,12254000
2013-04-04,82.19999694824219,82.72000122070312,81.93000030517578,82.41000366210938,60.00331115722656,10303000
2013-04-05,81.79000091552734,82.11000061035156,81.62000274658203,82.04000091552734,59.73390197753906,8581400
2013-04-08,81.2699966430664,81.38999938964844,80.30999755859375,81.11000061035156,59.05678176879883,15828500
2013-04-09,81.26000213623047,81.75,81.23999786376953,81.5199966430664,59.355308532714844,9111000
2013-04-10,81.83000183105469,82.19999694824219,81.73999786376953,82.0199966430664,59.7193489074707,7583200
2013-04-11,82.13999938964844,82.95999908447266,82.08000183105469,82.31999969482422,59.93778991699219,9882700
2013-04-12,82.25,82.73999786376953,82.16999816894531,82.73999786376953,60.24360656738281,6987000
2013-04-15,82.72000122070312,83.08999633789062,81.70999908447266,81.70999908447266,59.4936408996582,12385800
2013-04-16,82.33000183105469,83.54000091552734,82.06999969482422,83.44000244140625,60.75328826904297,12620000
2013-04-17,83.36000061035156,84.43000030517578,83.29000091552734,83.9000015258789,61.08820724487305,13693300
2013-04-18,83.95999908447266,84.30000305175781,83.02999877929688,83.18000030517578,60.563961029052734,9921500
2013-04-19,83.51000213623047,84.56999969482422,83.47000122070312,84.48999786376953,61.517799377441406,10787600
2013-04-22,84.58999633789062,84.93000030517578,84.19999694824219,84.83000183105469,61.7653694152832,6989900
2013-04-23,84.98999786376953,85.68000030517578,84.0,85.44999694824219,62.21678161621094,8982100
2013-04-24,85.68000030517578,85.73999786376953,84.27999877929688,84.38999938964844,61.444976806640625,9480600
2013-04-25,84.54000091552734,85.44000244140625,84.33999633789062,85.22000122070312,62.0493049621582,8689400
2013-04-26,85.30000305175781,85.48999786376953,84.80999755859375,85.12000274658203,61.97648239135742,6784700
2013-04-29,85.0199966430664,85.88999938964844,84.91000366210938,85.58000183105469,62.31140899658203,8038000
2013-04-30,85.38999938964844,85.69999694824219,84.88999938964844,85.2300033569336,62.05659484863281,12099600
2013-05-01,84.5,85.12999725341797,83.87999725341797,84.2300033569336,61.32847595214844,12312100
2013-05-02,84.44000244140625,85.20999908447266,84.16999816894531,85.16000366210938,62.005611419677734,8668900
2013-05-03,85.58000183105469,85.98999786376953,85.44999694824219,85.75,62.43517303466797,9213800
2013-05-06,85.77999877929688,85.77999877929688,84.55000305175781,84.68000030517578,61.65613555908203,8815600
2013-05-07,84.87000274658203,85.56999969482422,84.62999725341797,85.52999877929688,62.27500534057617,9061800
2013-05-08,85.4800033569336,85.5999984741211,84.93000030517578,85.45999908447266,62.22404479980469,8044600
2013-05-09,85.44999694824219,85.69000244140625,84.95999908447266,85.1500015258789,61.998348236083984,8342000
2013-05-10,85.29000091552734,85.76000213623047,85.18000030517578,85.76000213623047,62.44248580932617,7594800
2013-05-13,85.55999755859375,86.06999969482422,85.44000244140625,85.8499984741211,62.50800323486328,6631500
2013-05-14,85.76000213623047,87.08000183105469,85.76000213623047,86.97000122070312,63.323482513427734,10360700
2013-05-15,86.94000244140625,87.87999725341797,86.94000244140625,87.63999938964844,63.81134033203125,13444400
2013-05-16,87.33000183105469,87.7699966430664,87.05999755859375,87.44999694824219,63.672969818115234,9441900
2013-05-17,87.47000122070312,88.19999694824219,87.41000366210938,88.08999633789062,64.13897705078125,11437700
2013-05-20,88.0999984741211,88.19999694824219,87.80999755859375,88.01000213623047,64.0807113647461,7235800
2013-05-21,87.94000244140625,88.63999938964844,87.79000091552734,88.58999633789062,64.50301361083984,10099600
2013-05-22,88.69999694824219,89.98999786376953,88.19999694824219,88.45999908447266,64.40836334228516,13825900
2013-05-23,87.11000061035156,87.97000122070312,87.0,87.20999908447266,63.975555419921875,14446900
2013-05-24,86.80000305175781,87.02999877929688,86.48999786376953,86.81999969482422,63.68947219848633,10390100
2013-05-28,87.54000091552734,88.29000091552734,87.2699966430664,87.61000061035156,64.26898956298828,8380200
2013-05-29,87.08000183105469,87.16000366210938,85.13999938964844,85.6500015258789,62.8311653137207,11872100
2013-05-30,85.70999908447266,86.30999755859375,85.68000030517578,85.98999786376953,63.08059310913086,7801200
2013-05-31,85.68000030517578,85.98999786376953,84.18000030517578,84.18000030517578,61.752830505371094,13302700
2013-06-03,84.27999877929688,84.70999908447266,83.37000274658203,84.70999908447266,62.141605377197266,11768500
2013-06-04,84.72000122070312,85.02999877929688,83.55999755859375,84.0999984741211,61.69413375854492,9972000
2013-06-05,83.91000366210938,85.0,83.4800033569336,83.68000030517578,61.386024475097656,9839100
2013-06-06,83.58999633789062,84.45999908447266,82.6500015258789,84.45999908447266,61.95820617675781,10671000
2013-06-07,84.95999908447266,85.18000030517578,84.4000015258789,84.91000366210938,62.288307189941406,8907700
2013-06-10,85.01000213623047,85.70999908447266,84.7300033569336,85.13999938964844,62.457035064697266,8477100
2013-06-11,84.76000213623047,85.0199966430664,84.12999725341797,84.69000244140625,62.126922607421875,8967000
2013-06-12,85.18000030517578,85.5,83.69999694824219,83.73999786376953,61.43001937866211,8413200
2013-06-13,83.5999984741211,84.95999908447266,83.08000183105469,84.91000366210938,62.288307189941406,8570000
2013-06-14,84.70999908447266,85.4800033569336,84.66000366210938,84.91000366210938,62.288307189941406,6357100
2013-06-17,85.37000274658203,86.4000015258789,84.9800033569336,85.62999725341797,62.81650161743164,8429100
2013-06-18,85.75,86.44000244140625,85.62999725341797,86.36000061035156,63.35200500488281,7233600
2013-06-19,86.43000030517578,86.5,84.80000305175781,84.86000061035156,62.25163269042969,8288400
2013-06-20,84.20999908447266,84.44999694824219,82.12000274658203,82.62000274658203,60.60842514038086,15172600
2013-06-21,83.0,84.31999969482422,82.5,83.19999694824219,61.03388977050781,20715800
2013-06-24,82.91999816894531,85.30999755859375,82.80999755859375,84.61000061035156,62.0682487487793,14777500
2013-06-25,85.16000366210938,85.58999633789062,84.54000091552734,85.3499984741211,62.61109924316406,11239400
2013-06-26,85.94999694824219,87.31999969482422,85.94000244140625,86.98999786376953,63.814186096191406,11966500
2013-06-27,87.52999877929688,87.81999969482422,86.48999786376953,86.70999908447266,63.60877227783203,8890300
2013-06-28,86.72000122070312,87.37999725341797,85.8499984741211,85.86000061035156,62.9852180480957,11896300
2013-07-01,85.72000122070312,87.63999938964844,85.5,86.62999725341797,63.55006408691406,9905200
2013-07-02,86.6500015258789,87.19999694824219,86.20999908447266,86.56999969482422,63.506080627441406,8572100
2013-07-03,86.54000091552734,87.04000091552734,86.0999984741211,86.77999877929688,63.66010284423828,3599900
2013-07-05,87.58000183105469,87.87999725341797,86.91999816894531,87.87000274658203,64.459716796875,5403600
2013-07-08,88.08999633789062,88.98999786376953,87.97000122070312,88.58999633789062,64.98787689208984,12051400
2013-07-09,88.6500015258789,89.08000183105469,88.36000061035156,88.87999725341797,65.20063781738281,9348600
2013-07-10,88.87999725341797,89.4800033569336,88.80999755859375,89.23999786376953,65.46473693847656,7067100
2013-07-11,89.80999755859375,89.93000030517578,89.0,89.66999816894531,65.78016662597656,8941300
2013-07-12,89.69000244140625,89.98999786376953,89.37999725341797,89.98999786376953,66.01490783691406,7590600
2013-07-15,89.91000366210938,90.80999755859375,89.76000213623047,90.4000015258789,66.315673828125,13343200
2013-07-16,91.04000091552734,91.66000366210938,90.12999725341797,90.4000015258789,66.315673828125,11409200
2013-07-17,90.58000183105469,90.97000122070312,89.87999725341797,90.12999725341797,66.11762237548828,12832200
2013-07-18,90.33000183105469,90.94999694824219,90.05999755859375,90.16999816894531,66.14696502685547,8329300
2013-07-19,90.23999786376953,92.2699966430664,90.05000305175781,92.2300033569336,67.65813446044922,12506300
2013-07-22,92.08000183105469,92.55999755859375,91.61000061035156,92.27999877929688,67.69481658935547,9916200
2013-07-23,92.38999938964844,92.86000061035156,92.11000061035156,92.41999816894531,67.7975082397461,8467700
2013-07-24,92.6500015258789,92.66000366210938,91.75,92.36000061035156,67.75348663330078,6846300
2013-07-25,92.0,92.75,91.75,92.56999969482422,67.90756225585938,7368000
2013-07-26,92.31999969482422,92.93000030517578,91.6500015258789,92.83000183105469,68.09828186035156,8663700
2013-07-29,92.62999725341797,93.38999938964844,92.61000061035156,93.20999908447266,68.37702941894531,7925000
2013-07-30,93.47000122070312,93.97000122070312,93.0199966430664,93.16999816894531,68.34769439697266,8863000
2013-07-31,93.2300033569336,94.41999816894531,93.19000244140625,93.5,68.58977508544922,11365700
2013-08-01,94.16000366210938,94.4000015258789,93.69999694824219,93.7699966430664,68.78784942626953,11098600
2013-08-02,93.55999755859375,94.38999938964844,93.44999694824219,94.38999938964844,69.24264526367188,8503100
2013-08-05,94.05000305175781,94.30000305175781,93.43000030517578,93.80000305175781,68.80986022949219,7192400
2013-08-06,93.87999725341797,93.94000244140625,93.5,93.80999755859375,68.81719207763672,6415000
2013-08-07,93.5999984741211,94.02999877929688,93.47000122070312,93.66000366210938,68.70713806152344,9056900
2013-08-08,94.2699966430664,94.37000274658203,92.70999908447266,93.33999633789062,68.47240447998047,11090000
2013-08-09,93.38999938964844,93.38999938964844,91.77999877929688,92.36000061035156,67.75348663330078,12135800
2013-08-12,92.08000183105469,92.7699966430664,91.75,92.0,67.4894027709961,11012300
2013-08-13,91.88999938964844,93.3499984741211,91.76000213623047,93.01000213623047,68.23033905029297,10099800
2013-08-14,92.79000091552734,92.94999694824219,90.51000213623047,90.69999694824219,66.53573608398438,12716800
2013-08-15,90.31999969482422,90.41000366210938,89.08999633789062,89.55000305175781,65.69215393066406,12010700
2013-08-16,89.12999725341797,89.80000305175781,88.7699966430664,89.37000274658203,65.5600814819336,14100700
2013-08-19,89.47000122070312,91.25,89.3499984741211,90.44999694824219,66.35234069824219,8687000
2013-08-20,90.55000305175781,91.6500015258789,89.7300033569336,89.7300033569336,65.82417297363281,8559200
2013-08-21,89.47000122070312,89.62999725341797,88.68000030517578,88.80000305175781,65.14197540283203,7940700
2013-08-22,88.76000213623047,89.02999877929688,88.12000274658203,88.26000213623047,64.7458267211914,7191900
2013-08-23,87.93000030517578,88.44000244140625,87.20999908447266,88.41000366210938,65.34449768066406,7714900
2013-08-26,88.36000061035156,88.4800033569336,87.38999938964844,87.52999877929688,64.69406127929688,6724500
2013-08-27,86.97000122070312,87.08000183105469,85.95999908447266,86.16999816894531,63.68889617919922,9941200
2013-08-28,86.36000061035156,86.91000366210938,85.87999725341797,86.52999877929688,63.9549674987793,8829200
2013-08-29,86.41000366210938,87.13999938964844,85.98999786376953,86.56999969482422,63.98453903198242,5768800
